ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,RMA
T20140000386,7/01/2014,11.45.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.5246,-38.26963,Local Road
T20140000388,7/01/2014,10.50.00,Collision with vehicle                   ,Tuesday,Right Rear.                         ,Day                             ,Other injury accident                    ,80 km/hr                          ,142.86027,-38.59922,Arterial Highway
T20140000393,7/01/2014,16.45.00,Vehicle overturned (no collision)              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Serious injury accident                   ,100 km/hr                          ,145.43184,-36.09923,Arterial Highway
T20140000395,7/01/2014,15.00.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.18092,-38.07046,Arterial Other
T20140000396,7/01/2014,13.15.00,Collision with vehicle                   ,Monday,Head On (Not Overtaking)                  ,Day                             ,Serious injury accident                   ,80 km/hr                          ,146.89825,-36.10134,Arterial Other
T20140000400,7/01/2014,15.15.00,Collision with vehicle                   ,Tuesday,U Turn                           ,Day                             ,Other injury accident                    ,50 km/hr                          ,144.98886,-37.79019,Local Road
T20140000402,7/01/2014,16.10.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,145.17371,-37.83004,Arterial Highway
T20140000405,7/01/2014,16.15.00,Collision with vehicle                   ,Tuesday,Head On (Not Overtaking)                  ,Day                             ,Serious injury accident                   ,80 km/hr                          ,144.538,-38.24555,Arterial Other
T20140000407,7/01/2014,18.00.00,Collision with vehicle                   ,Tuesday,Right Rear.                         ,Day                             ,Serious injury accident                   ,50 km/hr                          ,145.11981,-37.8148,Local Road
T20140000415,7/01/2014,19.30.00,Vehicle overturned (no collision)              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Dusk/Dawn                          ,Serious injury accident                   ,70 km/hr                          ,145.01364,-37.8605,Arterial Highway
T20140000417,7/01/2014,17.30.00,Collision with vehicle                   ,Tuesday,Right Through                        ,Unk.                            ,Other injury accident                    ,40 km/hr                          ,144.97812,-37.80036,Local Road
T20140000418,7/01/2014,15.35.00,Collision with a fixed object                ,Tuesday,Off Left Bend Into Object/Parked Vehicle          ,Day                             ,Other injury accident                    ,50 km/hr                          ,145.25163,-37.98664,Local Road
T20140000419,7/01/2014,20.14.00,Collision with a fixed object                ,Tuesday,Left Off Carriageway Into Object/Parked Vehicle       ,Day                             ,Serious injury accident                   ,80 km/hr                          ,145.21177,-37.87691,Arterial Other
T20140000425,7/01/2014,08.50.00,No collision and no object struck              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Other injury accident                    ,Not known                          ,144.99175,-37.71072,Local Road
T20140000426,7/01/2014,08.50.00,Collision with vehicle                   ,Tuesday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,143.84667,-37.56503,Arterial Other
T20140000427,7/01/2014,15.00.00,No collision and no object struck              ,Tuesday,Out Of Control On Carriageway (On Straight)         ,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.97495,-37.79756,Arterial Other
T20140000429,6/01/2014,15.00.00,Collision with vehicle                   ,Monday,Lane Change Left (Not Overtaking)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.09452,-38.0169,Arterial Highway
T20140000432,8/01/2014,11.00.00,Collision with a fixed object                ,Wednesday,Right Off Carriageway Into Object/Parked Vehicle      ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.39749,-36.38081,Arterial Highway
T20140000437,8/01/2014,11.25.00,Collision with vehicle                   ,Wednesday,Vehicle Strikes Another Veh While Emerging From Driveway,Day                             ,Other injury accident                    ,50 km/hr                          ,144.18477,-38.41438,Arterial Highway
T20140000443,4/01/2014,19.50.00,Collision with vehicle                   ,Saturday,Vehicle Collides With Vehicle Parked On Left Of Road    ,Dusk/Dawn                          ,Other injury accident                    ,60 km/hr                          ,147.06795,-38.09281,Arterial Other
T20140000446,8/01/2014,12.01.00,Collision with vehicle                   ,Wednesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,80 km/hr                          ,144.9404,-37.58412,Arterial Other
T20140000447,8/01/2014,12.37.00,Collision with vehicle                   ,Wednesday,Right Near (Intersections Only)               ,Day                             ,Serious injury accident                   ,60 km/hr                          ,144.3587,-38.07314,Arterial Other
T20140000450,8/01/2014,13.17.00,Collision with vehicle                   ,Wednesday,Right Near (Intersections Only)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.00461,-37.92624,Arterial Other
T20140000452,8/01/2014,13.30.00,Collision with vehicle                   ,Wednesday,Right Through                        ,Day                             ,Serious injury accident                   ,60 km/hr                          ,145.2809,-37.79871,Arterial Other
T20140000453,8/01/2014,14.11.00,Collision with vehicle                   ,Wednesday,Cross Traffic(Intersections Only)              ,Day                             ,Other injury accident                    ,60 km/hr                          ,143.55669,-35.33928,Arterial Other
T20140000454,7/01/2014,17.20.00,Collision with vehicle                   ,Tuesday,Rear End(Vehicles In Same Lane)               ,Day                             ,Other injury accident                    ,60 km/hr                          ,145.1266,-37.79664,Freeway
